date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:23:50	1266015/1266015	---M-Z	200	added ('OK')	text/css	date:Wed,%2006%20Mar%202024%2022:23:51%20GMT	https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css	C:/My%20Web%20Sites/codered/static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:23:51	201757/201757	---M-Z	200	added ('OK')	text/css	date:Wed,%2006%20Mar%202024%2022:23:56%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1709748582156-AVQTPBS6ZL875R27E6ZT/static.css	C:/My%20Web%20Sites/codered/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1709748582156-AVQTPBS6ZL875R27E6ZT/static.css	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:23:52	82988/82988	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Mar%202024%2022:23:58%20GMT	https://kumquat-guitar-ebwz.squarespace.com/cart	C:/My%20Web%20Sites/codered/kumquat-guitar-ebwz.squarespace.com/cart.html	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:23:54	22872/22872	---M--	200	added ('OK')	image/png	etag:CJjqxqijsIMDEAE=	http://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/ddab73e2-3e11-4ce2-b7f4-d6b8e4ebb5cc/code+red+devil.png?format=1500w	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/ddab73e2-3e11-4ce2-b7f4-d6b8e4ebb5cc/code+red+devil26f7.png	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:24:00	650327/650327	---M-Z	200	added ('OK')	text/javascript	etag:%224cd5496e2c4b75dd107597603fe234b3%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-6771da853dc9eef1b2eb-min.en-US.js	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/scripts-compressed/common-vendors-6771da853dc9eef1b2eb-min.en-US.js	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:24:00	0/0	---M--	302	error ('Found')	text/html	etag:W/%2292ccc56e12040d8196db439a4ceae46f%22	https://kumquat-guitar-ebwz.squarespace.com/new-folder	C:/My%20Web%20Sites/codered/kumquat-guitar-ebwz.squarespace.com/new-folder.10.delayed	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:24:04	148205/148205	---MCZ	200	added ('OK')	text/html	etag:W/%22d720aad039c8e2947a6279863965eb37--gzip%22	https://kumquat-guitar-ebwz.squarespace.com/residents	C:/My%20Web%20Sites/codered/kumquat-guitar-ebwz.squarespace.com/residents.html	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:24:04	91889/91889	---MCZ	200	added ('OK')	text/html	etag:W/%224f6d932b8b6fe27f8cf29c011ce133cb--gzip%22	https://kumquat-guitar-ebwz.squarespace.com/event	C:/My%20Web%20Sites/codered/kumquat-guitar-ebwz.squarespace.com/event.html	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:24:06	243778/243778	---MCZ	200	added ('OK')	text/html	etag:W/%2276631d0393fd6059a495f22f370fef04--gzip%22	https://kumquat-guitar-ebwz.squarespace.com/gallery	C:/My%20Web%20Sites/codered/kumquat-guitar-ebwz.squarespace.com/gallery.html	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:24:21	318736/318736	---MC-	401	error ('Unauthorized')	text/html	etag:W/%225da3b10e902f9ba08d949a1aac20bbd2%22	https://kumquat-guitar-ebwz.squarespace.com/tickets	C:/My%20Web%20Sites/codered/kumquat-guitar-ebwz.squarespace.com/tickets.14.delayed	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:24:31	99913/99913	---MCZ	200	added ('OK')	text/html	etag:W/%2276094cc0789793cc22d5d11f219b01c6--gzip%22	https://kumquat-guitar-ebwz.squarespace.com/sereno-sofia-parazi-photography	C:/My%20Web%20Sites/codered/kumquat-guitar-ebwz.squarespace.com/sereno-sofia-parazi-photography.html	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:24:32	180248/180248	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Mar%202024%2022:24:30%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.4df6f348a832dc61e261a099a8ca9b31.js	C:/My%20Web%20Sites/codered/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.4df6f348a832dc61e261a099a8ca9b31.js	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:25:01	458115/458115	---M--	200	added ('OK')	image/jpeg	etag:CKiA1aXDsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/e41efd1a-854a-4e18-8ea5-8f23ec12bcef/DSCN0392_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/e41efd1a-854a-4e18-8ea5-8f23ec12bcef/DSCN0392_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:26:19	10303803/10303803	---M-Z	200	added ('OK')	text/javascript	etag:%2231120d18b2e81edc2ab3fd9019cff525%22	http://assets.squarespace.com/universal/scripts-compressed/common-e4555ea37e0fdad093f4-min.en-US.js	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/scripts-compressed/common-e4555ea37e0fdad093f4-min.en-US.js	(from https://kumquat-guitar-ebwz.squarespace.com/)
22:26:19	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:20	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:20	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:20	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:20	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:21	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:21	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:21	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:21	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:22	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:22	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:22	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:22	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:23	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:23	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:23	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:24	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2009%20May%207537%2016:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/codered/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.28.delayed	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:24	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:24	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2009%20May%207537%2016:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/codered/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:24	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2009%20May%207537%2016:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/codered/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:25	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2009%20May%207537%2016:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/codered/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:25	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2009%20May%207537%2016:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/codered/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:26	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:26	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:26	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:26	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/codered/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/658c7023be92c93f9a731ec1/14/5c5a519771c10ba3470d8101/658c7023be92c93f9a731ec8/1502/site.css)
22:26:28	1090896/1090896	---M--	200	added ('OK')	image/jpeg	etag:CNf0venLsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/c4a12186-05c5-4ece-ab24-88a6375aad6e/IMG_0365+2.JPG	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/c4a12186-05c5-4ece-ab24-88a6375aad6e/IMG_0365+2.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/residents)
22:26:28	468120/468120	---M--	200	added ('OK')	image/jpeg	etag:CMvG7bKmsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/c57172db-d172-43a9-82d9-6b27369840cf/IMG_0373.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/c57172db-d172-43a9-82d9-6b27369840cf/IMG_0373.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:29	930467/930467	---M--	200	added ('OK')	image/jpeg	etag:CLy11pPWsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/0097f529-75b2-4b5a-b47d-d30c76d83e3a/DSCN0494_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/0097f529-75b2-4b5a-b47d-d30c76d83e3a/DSCN0494_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:30	635015/635015	---M--	200	added ('OK')	image/jpeg	etag:CKy6i9/XsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/41def06e-3f63-4fa9-b174-0f5ad3d01e41/DSCN0520_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/41def06e-3f63-4fa9-b174-0f5ad3d01e41/DSCN0520_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
